Rx-L,Ry-L,DA1-2-3-4-L,DA2-3-4-5-L,DA2-3-4-9-L,DA3-4-5-6-L,DA1-2-3-8-L,DA1-2-3-7-L,DA7-3-4-5-L,BA1-2-3-L,BA2-3-4-L,BA3-4-5-L,BA3-4-9-L,BA8-3-4-L,BA8-3-2-L,BA8-3-7-L,BA4-5-10-L,BA2-1-11-L,BL1-2-L,BL2-3-L,BL3-4-L,BL5-6-L,BL4-9-L,BL5-10-L,BL1-11-L,BL3-8-L,BL3-7-L,HOMO-L,LUMO-L,DM-L,q1-L,q2-L,q3-L,q4-L,q5-L,q6-L,q7-L,q8-L,q9-L,q10-L,q11-L,NMR1-L,NMR2-L,NMR3-L,NMR4-L,NMR5-L,NMR6-L,NMR7-L,NMR8-L,NMR9-L,NMR10-L,NMR11-L,L-R14-L,B1-R14-L,B5-R14-L,L-R15-L,B1-R15-L,B5-R15-L,L-Y-L,B1-Y-L,B5-Y-L,Area-L,Volume-L,PSA-L,Ovality-L,VF(C5=O6)-L,VI(C5=O6)-L,VF(N4-H9)-L,VI(N4-H9)-L,L-X-S,B1-X-S,B5-X-S,L-R16-S,B1-R16-S,B5-R16-S,BL1-2-S,BL4-5-S,BL4-7-S,BL3-8-S,BL1-12-S,BA1-2-3-S,BA3-4-5-S,BA4-3-8-S,BA2-1-12-S,BA3-2-6-S,DA2-3-4-5-S,DA12-1-2-6-S,HOMO-S,LUMO-S,Rx-S,NMR1-S,NMR2-S,NMR3-S,NMR4-S,NMR5-S,NMR6-S,NMR7-S,NMR8-S,NMR12-S,q1-S,q2-S,q3-S,q4-S,q6-S,Volume-S,PSA-S,HOMO-MC,LUMO-MC,DM-MC,Rx-MC,Ry-MC,Volume-MC,PSA-MC,Ovality-MC,q(Pd)-MC,DM-CP,HOMO-CP,LUMO-CP,Rx-CP,BL1-2-CP,BL1-6-CP,BL1-7-CP,NMR1-CP,NMR2-CP,NMR6-CP,NMR7-CP,q1-CP,q2-CP,q6-CP,Area-CP,Volume-CP,PSA-CP,Ovality-CP,Rx-B,Ry-B,Rz-B,DM-B,HOMO-B,LUMO-B,Area-B,Volume-B,PSA-B,Ovality-B,q(Ag)-A,Rx-A,Ry-A,Rz-A,HOMO-A,LUMO-A,DM-A,Area-A,Volume-A,PSA-A,Ovality-A,Eqv(L),Eqv(B),Eqv(A),Time(H)   ,T (?C),DC(Solvent),%ee
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,-1.07941,24.48455,0.84973,0.82123,-0.19514,-0.07854,5.3151,68.37,36.97,23.532,1.27,20,1.5,1.5,12,80,13.63,86
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.28603,-0.15049,0.2333,1.96391,0.16748,151.44,54.622,1.43,0.79269,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,92
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.28351,-0.11334,0.9789,0.23059,0.15953,324.49,39.06,1.89,0.51468,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,88
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.24716,-0.10347,0,1.28177,0.50194,156.96,19.241,1.5,0.34416,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,86
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.24741,-0.10366,0,0.88902,0.08131,288.38,19.246,1.59,0.34889,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,88
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.2376,-0.06347,1.1414,1.55657,0.28081,184.51,0,1.51,0.23406,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,84
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.22546,-0.08008,1.156,0.09583,0.05344,632.39,0,1.79,-0.10657,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,82
0.26525,0.05495,14.71374375,133.3871281,49.764465,179.9072829,114.0173023,132.343734,18.67361164,113.8142467,112.5713338,128.4610164,117.0529356,114.1091489,110.3219932,106.3222036,117.3568799,106.6804246,1.346556215,1.527480855,1.447419558,1.230119841,1.012026203,1.516771785,0.974677094,1.568334367,1.090871091,-0.21986,-0.02391,3.0917,-0.71715,0.8366,-0.15845,-0.67097,0.70617,-0.65853,0.29107,-0.48195,0.44415,-0.79307,0.5218,129.5398,27.3854,134.7112,144.4359,30.1812,-55.7128,28.1233,158.5057,27.2821,172.1512,26.1306,4.74,3.28,9.69,2.97,1.5,2.03,2.75,1.02,1.88,522.2,522.95,56.152,1.66,1761.57,500.2609,3610.79,46.5005,2.71,1.03,1.9,2,1,1,1.356734904,1.084834452,1.085448064,1.083706075,0.973420311,113.1291863,116.7952028,117.878195,106.6385189,124.7127253,0.02165288,0.05878301,-0.26442,0.0126,7.45652,158.6491,25.6165,175.6647,180.616,30.536,-54.5944,30.6697,30.3143,26.2347,-0.73341,0.8249,-0.38159,-0.45376,-0.62682,91.14,33.958,-0.2582,-0.10974,0.0001,6.15816,0.61175,123.13,54.67,1.35,0.70235,4.1608,-0.2533,-0.0535,1.15182,1.405997319,1.406414685,1.558334299,60.9872,61.1296,61.1732,82.73,-0.38951,-0.20077,-0.20098,304.57,281.76,33.976,1.47,1.84831,0.88232,0.69091,14.1865,-0.18759,-0.026,136.17,98.62,66.294,1.32,0.75582,4.5178,0.40418,0.371,-0.1898,-0.08443,7.2601,96.57,66.07,40.078,1.22,20,1.5,1.5,12,80,5.84,88
0.26536,0.05596,12.42029122,136.0765504,48.71894955,179.8250809,117.0483988,129.4032996,22.3298293,114.120255,112.238186,127.8106418,117.1517402,114.1206045,111.5071531,106.0635251,117.8587252,108.044744,1.340295681,1.527052726,1.449852425,1.237788238,1.01302125,1.513308663,0.975309058,1.565225235,1.09146326,-0.22072,-0.02437,3.3426,-0.71879,0.85239,-0.16029,-0.66105,0.71477,-0.70615,0.29961,-0.4824,0.45079,-0.79419,0.54229,132.8981,25.341,134.202,141.4545,26.5778,-27.049,27.975,159.3315,26.8646,172.2505,25.1369,5.01,3.43,9.6,2.97,1.5,2.03,2.75,1.02,1.88,522.13,522.84,56.768,1.66,1715.88,746.2274,3600.27,70.2389,2.71,1.03,1.9,2,1,1,1.351174925,1.085133033,1.08555943,1.083884879,0.973923382,113.5258349,116.8721897,117.8205465,107.9087492,124.1597732,0.074099367,0.124329119,-0.27076,0.00755,7.44741,160.8934,22.3288,175.346,179.9288,30.4754,-35.2914,30.5619,30.2363,25.2953,-0.73802,0.8378,-0.38396,-0.4531,-0.66544,91.14,33.999,-0.25089,-0.10865,0,6.15737,0.60887,123.19,54.714,1.35,0.74907,4.7122,-0.25675,-0.05852,1.15205,1.4060664,1.406283731,1.558168306,60.6965,60.9985,61.1484,82.7777,-0.38925,-0.2014,-0.20164,304.57,281.76,33.976,1.47,1.7646415,1.0102694,0.7401255,14.3025,-0.21037,-0.02886,139.98,100.02,70.903,1.34,0.79875,4.46774,0.38892,0.35777,-0.203,-0.07991,8.3156,97.19,69.71,27.931,1.19,20,1.5,1.5,12,80,16.82,78
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,70,13.63,94
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,90,13.63,80
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,6.0916311,1.9518899,1.4782697,9.4425,-0.18124,-0.02116,90.74,62.17,40.147,1.2,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,88
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,11.5194601,1.9003028,1.6478714,8.3513,-0.20964,-0.01911,106.57,78.43,26.976,1.2,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,88
